temperature,ice_cream_sales,drowning_incidents
82.45071229516849,60.487131622900655,41.925033865877246
72.92603548243223,65.55718414591742,36.9253345826725
84.71532807151038,38.37198829756378,42.38747922071528
97.84544784612038,64.5524162899659,48.5992555342074
71.48769937914996,39.23742399835671,36.09296134638178
71.4879456457623,40.87271898523419,35.940715515592025
98.68819223261087,53.420156873916746,49.791692726319305
86.51152093729362,44.61585277184865,43.573346369487794
67.95788421097572,44.46415838493613,34.50371846314753
83.13840065378947,43.25969916278436,41.30158272111446
68.04873460781306,46.728935561704915,34.683064336723696
68.01405369644614,43.5046457537317,34.10582665056927
78.62943407349051,46.92523656808116,40.35234747305789
46.30079633013303,24.074761544650542,22.805804256021734
49.12623251230451,28.79540295046893,25.43109815773488
66.5656870613854,50.83675578895026,33.381798922424025
59.80753319498364,44.91293847373563,29.578057595684598
79.71370998892911,40.081302546479044,39.614912077437396
61.37963886718184,41.68314248788318,30.52964577949376
53.81544447997062,44.421593473703204,27.119805213186268
96.98473153382331,41.79831295569794,48.7537835109294
71.61335549270197,51.240279670150336,35.51982774438169
76.01292307031886,41.38022394570096,37.99428423902894
53.62877720679815,42.520375289330666,27.885523782705008
66.83425913212226,35.78453800063596,34.280901151111486
76.66383884564799,30.283098416178802,38.55008125766101
57.73509633866546,22.592123790501102,28.88654990841683
80.63547027518509,50.79858460420636,40.377750800951674
65.99041965121792,45.59243484282378,33.30196881197417
70.62459375310085,36.26913062550634,34.800900593951226
65.97440081655904,49.37312499605326,32.85851213956785
102.78417276763406,44.77688576112743,50.55779434687824
74.79754162893099,46.73797282799233,37.59838237576813
59.13433606566149,27.457006035206184,29.890766002682117
87.33817368154783,47.15072576275232,43.42749360962423
56.68734525043467,38.817659338381475,29.13066600686235
78.13295392507133,40.462343309696145,38.4535941310345
45.60494814180336,28.95691862860343,22.070286630796772
55.07720926652354,47.60153272540617,27.650830542541755
77.95291853803685,43.20754057378694,39.500008420324505
86.07699869993115,61.395420470617,43.88046319569451
77.57052421784955,37.4881935623486,38.55581997749031
73.2652757641764,51.93067966124102,37.17197829880384
70.48344456616067,59.65740848965934,35.22246804832998
52.82217014448859,11.694640070971396,26.324771422273884
64.20233687407936,34.13221588233491,32.54299840578302
68.09041843560318,49.81593048960699,34.3713706570083
90.85683339328374,53.39796283621194,44.64022061814974
80.15427434352692,53.78859590547655,40.81540734662641
48.554397669558995,28.237346967621292,24.967244511853224
79.86125954092192,50.79652764518996,39.6178484197062
69.22376579375525,43.05511054295683,34.80978466359633
64.84616999541062,54.100905614303386,32.67010009084668
84.17514433261302,54.63178059931864,42.21790904921846
90.46499283743927,58.608523039471656,44.95734384179693
88.96920178674299,50.36583123214682,44.148789209402466
62.41173715166042,36.329806335105275,31.193091540334486
70.36181436223178,40.85532530291968,35.767271690745574
79.96895147105346,53.928997159309695,40.256275812823944
89.63317690683539,50.60674364521506,44.63128128737464
67.81238643232065,46.80394178512445,34.2920425714845
72.21511535004274,66.86156566147577,34.68328636470633
58.40497538990958,47.91373472927171,29.77687054514084
57.05690063878994,35.26821499771656,27.658593430005922
87.18788733591298,65.60608288959594,43.41272319725492
95.34360042856234,53.59104648406566,47.1119652669681
73.91984817629499,26.578678736368957,36.31258335028704
90.05299346838036,44.94563362501614,45.606910127879445
80.42454037571451,31.5043509775987,39.97841958720131
65.32320368092314,39.14646700004849,32.83485378132693
80.4209340826262,50.394650833208615,40.18700675187351
98.07054849698955,75.7996473712476,49.27379466210633
74.46260941335073,50.50057844431699,37.26971565220549
98.4696548372101,57.04382213051641,48.59333130651076
35.703823438653835,36.14596753116181,18.35004512905049
87.32853756562835,31.552915692735326,43.41739049123352
76.30570602357257,50.50899859287195,37.374562062456405
70.51488974301199,52.96609681037566,35.04338729102304
76.37641164803253,33.40234336621785,38.93858571933342
45.18646628098661,44.030773572562595,23.01834401155005
71.70492168243732,49.2374249161628,35.67813477401473
80.35668857267619,46.02546514733008,40.00371543417888
97.16841067112274,64.91202399662421,48.42338780995268
67.22594672589528,66.3199019409916,34.65134735472806
62.87259595660218,43.254960528886045,31.627265704416867
67.47364434623195,46.21902803611933,33.95184299671151
88.73103176553111,49.771906887363116,44.88065760978148
79.93126664489526,41.46718962779971,40.085027901960885
67.05359694349441,51.83015663718966,33.397277398836856
82.69901149670034,42.7886674892615,41.25133082380768
76.4561632402206,48.94374399230423,38.19228099040327
89.52967485799334,49.988262961345505,44.74622631074175
64.46920359183972,47.02440005338378,32.59841656773835
70.08506780103347,48.37915495338622,35.06850684342039
69.11837770301764,54.93458829408782,34.92550889011661
53.04727577801822,31.423473900461637,26.483279598954816
79.44180415596864,47.02215272505061,39.760219673142366
78.91582908269834,39.6702773835261,38.458814199083115
75.07670184963692,43.09541832405734,37.9965147621697
71.4811929993728,49.51360143013492,35.9138407376354
53.769438869243785,44.454605601075414,27.383724489551717
68.69032015851961,35.12350683748355,32.89703239016296
69.85928225209845,53.62570032710583,35.97382847843959
62.96584096167572,55.039299068887374,31.413125666760273
72.58071432500986,50.424706194741944,36.84444857087369
81.06076285221808,69.2983395516897,40.01042846254627
103.29278851815795,53.90850226804324,51.95278121161026
77.61866719247759,36.36278656312462,38.282625814651965
78.86325586084146,31.644425441377944,39.11974345007283
73.8833112635075,61.90209874664558,37.89867130868714
46.21843177051438,39.652872448797766,23.013874684875518
74.60229186826174,46.74529922502632,37.40986237072073
75.90345314911539,50.7514128377559,38.386760439902076
111.94863168727929,54.71942537065588,56.22215678762595
72.11458552828316,70.51481256030985,36.13250221671337
79.52321013500419,51.05381688725437,39.94408556873521
74.47932345442135,48.3336096732596,38.44136951982981
57.46982943570702,45.992580956840435,28.706105319336718
92.14234221772531,60.88126342622979,46.17172063222014
86.27899549030161,55.37833798794212,43.66482494315461
86.8654792056457,45.52799504836973,43.98550256930184
61.35918817807892,45.39427766039941,31.273109241819647
96.04191466404149,76.84120229677109,48.34032244303533
53.97223405811579,50.44031749060767,26.414614572692653
83.80285640700406,67.833294469896,42.71814396965258
107.85683438714968,58.81626042926298,53.35524449706549
60.14195512303968,30.17492935893403,30.222295294139357
66.50553405595842,41.99489782698273,32.87562910296953
76.49477047631461,48.80463436104425,38.21531606486081
67.44786518825701,54.66584777883799,33.88831379928025
51.74004853400801,18.945377969855812,26.03070287472914
76.0284446220904,63.30972550565134,38.225182688162846
59.06544429410843,37.95264316126432,30.33957778158354
82.10388645952773,46.78313253028966,41.278710380520856
61.20863648649295,30.4832744906448,30.48223992560115
98.24901607526309,42.57594131897385,49.60655162177572
63.251200614956446,49.85730614709737,32.22033555194054
70.16907725691486,45.81771830034147,34.470734720888935
87.20275826054504,40.70177013286198,43.90007916519745
56.53703525349067,25.317729906109175,28.619103997900783
78.41189901906193,45.84810251662969,39.05716775785097
94.60714131423643,73.99378591001215,47.991424063774026
50.88775148158159,32.847962227154746,25.36884794727453
77.76950787798457,33.85332440781122,38.94754216572805
78.89824191372635,46.991690316003734,39.36258504472124
86.72734307665965,50.63643584085312,43.37146106212056
56.44573933682877,11.254003238998674,27.674732124966784
55.193150803735854,37.0536267366898,26.87654996057078
82.82912348425347,49.10521644003995,42.21181427373922
79.45477009849779,56.68944869738308,39.30390437508973
78.75739275518815,67.86825732704753,38.88300020286592
80.19672314245463,61.364011866704885,39.021666514425455
64.79962917632264,39.71092768261301,32.080333714316566
78.48380545741506,38.17664364129082,38.58035783200378
79.39608709948021,75.43164158223871,40.51905112980829
64.28472872960448,42.73454870494712,32.64727290947356
102.98661766717134,61.63260175271513,51.14923366099681
82.10749381367681,50.81249603573837,42.17996480951056
57.13044754196027,40.54607137865869,29.056106514475932
84.84830412950744,50.980547945514296,42.26173637299941
60.379774946590175,34.45326740449272,28.9401846158583
86.80626905613678,47.93454511566447,44.54860581436376
92.37893368511106,55.86193414039555,45.494680609173734
62.68976522472434,35.91063490102452,30.522183238883724
89.45064193866483,47.59686314256077,45.23660618533724
81.19171390404748,51.6601592289427,41.81573315519337
87.33090239991735,51.11567902575012,44.35758760921394
103.4518947398092,76.76587725573148,52.00790192993078
71.31917825995694,19.149891046048353,35.95696630081111
63.693957534637654,52.76204728654345,32.27368654670898
61.65728355561715,53.28949370278486,31.208106072701955
62.762845725518424,20.647520538677714,31.5220185747439
73.84347435878844,43.49486123859073,36.97383773137016
80.11727962224965,46.34423115116691,40.02734324717507
79.15036198995028,35.500064047796926,39.1981987005418
87.40774873554035,45.925707491861424,43.56353682933679
75.1950283781686,36.491755734426015,36.75103578198661
96.80301115735975,75.9242100129161,48.3523357652825
71.03014750143066,54.87185768218994,35.02077819713987
115.80253749884429,80.61681969936373,57.34947409081426
84.3850102164751,59.4092257486699,42.282452183814286
62.14263665375576,29.780800614705587,31.76731947005018
58.93661252908332,34.22310360174392,29.927464567542817
82.23708622864778,56.012288726603074,40.333292812512305
71.64805822011223,33.60275102113666,35.32921504177095
85.71000741138138,59.98498800741457,43.3253892996848
82.09856436860318,48.64602820272024,40.558038487532436
73.9075663101469,43.20557507957748,36.84146658007494
62.29809422897392,48.25864679652187,31.42407316399924
52.27729162971203,40.58127892971642,25.6544735874242
68.30227571899468,40.54147620130654,34.20382561257032
87.84598191485209,65.51628899106852,43.25597820996694
78.21140616195306,38.29506980497756,38.80501925900093
56.31391831932018,44.31631522910273,28.31685012673136
77.59771388776772,54.7298695235677,38.00236007711803
80.77976069593255,47.29441595482638,40.610117716946476
61.74213845698301,44.132399450912686,30.861250329028163
77.30587658918292,36.14180253073843,38.929183271800035
75.87313077669,57.176835580414014,38.04852245537733
57.85544553254066,37.07870140184044,29.60979298125725
80.36681040522424,44.956174997421726,40.246017453936076
83.41176789552351,62.19597620613065,41.49118117719913
91.24576864762915,48.579447418386984,45.68403307533072
90.80703078052355,41.31890242662618,45.67516440477997
54.33495948064363,21.60118800508278,27.191909775484667
60.93262440127316,46.52641171409297,30.48660804623852
82.7255290081299,38.55847097910212,41.01176866016157
82.70678926368313,68.90133645168521,41.021944173066096
82.72571529459071,30.543563568458136,40.66155501139551
132.7909723598208,93.3600498628108,67.27027455150387
83.5633576603975,53.89185350222493,41.159747212503106
92.03348460270898,55.049611182650565,45.670289702456536
89.31002645239803,49.20582235810952,44.29580959341442
84.77086876958697,56.37679552831419,42.83289657326571
70.27096133039481,44.759133640948924,34.98800582605139
86.38453830739901,64.22528797386472,43.81614019003637
63.40762178193643,42.84608737758861,31.36706557884628
71.44772089889986,47.22687806406871,35.86335753056183
67.71954678256344,40.22365126914316,33.442099864651844
76.22811209079484,47.544599808186746,39.186630609284116
109.71987850010262,67.93795693897191,54.266140040536555
46.99102211112378,16.393827128995635,23.650421410675406
85.2939028556177,39.165097206751724,42.9638398682749
50.80926193215522,42.837271906304764,25.61153051480336
67.92102201315849,45.66916538785866,33.86786717714039
91.33425895451049,53.82729611372845,45.60221912738853
75.96420028643195,48.16643947386991,38.00400587920553
58.83382833106041,42.89273121914691,29.34341316471596
64.27044436110047,36.737625377456624,32.61716173894769
85.19396623402014,44.813935862986945,43.702244617805746
64.04450052424295,43.98070281309829,31.743504369617558
78.24687884372962,39.33971164571449,38.43853793207527
75.6835775985572,51.92431635642332,37.79764777510297
65.22599478591275,25.58716135057797,33.902852061783534
107.15916133987989,73.87113704319638,53.177743385955075
84.50878533477017,56.980367491515516,43.073951070107114
44.622861200135894,34.87172794320671,23.150281007106166
77.79681472154141,58.725317200225845,38.621613239916705
65.07320302847418,59.191345958862854,32.82109305382973
87.78650002194335,64.03695066115299,44.707448322535946
63.11218892350949,23.147352148438294,31.366530591261004
73.27895337799652,33.843707021641244,36.537686508947075
82.57480918470685,45.03921881539664,40.9965641353791
87.98632791255181,54.254074458384245,43.485785590929474
56.99555389416336,43.674367151772906,28.173138174548676
69.98248146238578,37.73380259965823,34.37927059781176
67.87582033258566,45.805577811063614,33.954951900422444
65.20006151139432,35.04620143216394,32.21504414016784
101.48181360421646,54.625728772188744,50.8577997580036
81.07472566441433,36.47075186372494,39.75941500910535
56.08674068497432,28.811037881378123,28.20881045859439
88.76792920582164,40.867118546747484,44.80072908371528
106.8323429551895,53.657438947821426,52.419303656309026
90.4869789082672,65.779907420212,45.430517739057386
52.2094505106898,26.610736367025474,26.718559751581545
67.73648890700623,70.19206510187702,33.263423944157516
94.00366723779933,61.93501262770856,47.83811981231852
64.38495801571828,44.04084024480788,32.40198851254216
81.65729142219342,42.24506790928458,40.476139783217505
86.61951080144006,60.312854194809944,43.28187086189118
61.09604292632876,34.79164320078664,30.82718491942524
74.10711965907299,48.27365797599011,37.0915625252427
26.38098989896391,48.7913403321699,13.45987294570514
59.63418537998565,38.85649369274633,29.356755893453144
71.2114777291026,57.09847212740806,35.69041927656934
56.28325227052726,31.109861884004754,27.43476888681114
99.48616955897452,59.39319987451764,49.68747174881291
53.54787933059051,54.48194602165036,26.32198584456286
68.39933269954524,37.929995771894944,33.83190137847774
76.96110865929137,66.60503990961497,39.098600917250906
96.61909933599173,65.38706902255062,48.855204728293
53.46206773230841,31.106366107211528,27.035602926607794
92.4474562823244,62.54780553171741,45.677571758825906
75.1534959152938,57.3022924539142,37.4185437327995
60.27737023428074,46.35678473931233,30.745233967129963
81.93155211394907,35.26352885806997,41.03663451379449
77.98589543360205,41.72157595855234,40.152612486791874
65.99674684261808,40.52318706579399,33.195032341006225
76.04703127485028,47.27918134642468,38.119540195670155
69.2202960470736,50.81686899904358,34.45558979143555
76.70276017876873,50.1283900987169,38.4181505417755
84.9319601178157,39.11253647180684,42.38974514071758
98.79025224218029,63.19710463114978,49.74918045943444
56.43276751759726,44.32224121163686,28.694734917195923
106.995500619844,69.0956547892324,53.10475557966802
45.71868300716247,43.66714875912745,22.193725026802344
72.72322357446625,54.70083333272216,35.443509100681474
83.82475809726864,56.50417984091869,42.166374712090594
79.2148780160255,48.90578189342628,39.05575570492581
65.65950720269109,26.22014426618563,31.753308304869304
71.87816624464087,50.235265313646295,36.133372424585914
67.6049859801175,45.87936986168987,35.04899274877515
66.15952864583683,45.79555269487215,33.07672886714847
87.74403145531537,41.10452996945459,44.291261114883504
80.35523228947571,39.36705074065523,40.21853082401164
64.60635607109019,52.83470656887413,32.25373320894953
88.49399813149876,53.85144752718283,44.70653730724326
79.60949281314915,56.619753380300814,39.65960913448025
87.1929317825844,53.87964965259681,43.73016204832815
84.44443262885419,52.51977770938455,42.3830652175251
62.56507483616892,50.665375477844435,30.948492191262936
66.59728439704546,38.138194916348986,33.79466337329099
86.20940407684893,54.065909807834295,43.017222160076756
84.15555398150197,47.45502410370056,41.69990441100456
74.68647609053778,42.99827577094573,37.61149296705409
76.75991074963173,45.28823414012947,37.93072138392034
94.16497343682637,59.30382443475031,47.09657729709775
66.12642916746255,38.2757283670965,33.05865508540917
83.20646071755057,64.16079161451049,42.146178141691074
71.9671102134916,37.03748208455076,36.22090422318578
71.7347819515917,43.99867453418226,35.85487749642328
91.48165277980786,51.34351580716218,46.14970953950407
87.38124523482045,68.16040146094755,44.38572639191889
87.20264454000957,55.56687003512053,43.88022742318072
94.58218210731494,67.60953644834382,47.296267363579155
75.31505762449139,32.80192508187598,37.001610696070614
85.22929456942445,55.28514994340482,42.082090453174544
70.34599865109816,54.06930728178345,35.02038697337174
79.86249528732664,50.75408753641756,39.62649154258368
73.04785418448473,57.17873084289588,36.43044144074965
76.45493947489078,43.05458523644167,38.25579469989394
83.92735538155371,66.05715209263265,42.22852406795522
62.726689751497915,64.35232611194147,31.328095486719413
106.3858091352819,59.56451896324436,53.43615538955405
59.90973927750447,35.499844424744516,29.987106846157296
56.787170808184015,52.927430175269016,27.40585212091507
92.37166310250102,71.98155300855763,45.71616385434113
86.87494040944404,48.208869933189334,43.36542642686121
84.36179725578234,47.97903045693259,41.57605125647061
84.4251826389642,49.39474523087703,42.512555684480205
74.81629840729629,33.963644093305376,38.17352461981999
61.54118442771252,31.58407274901428,31.37997313970492
76.1370683729059,38.02712651893227,37.961812750987846
64.84257432731832,34.74331151261787,33.16665023208414
89.62679600126627,54.46654912676532,44.88773172923419
72.79413927746792,48.73921696409917,36.22852665317494
62.61754204811233,56.813775952196934,31.002069692285694
70.1792123752051,35.106065780214635,34.93837134435849
81.19397181413436,60.440209891833014,40.402897497796566
66.54413170794038,41.1321774117151,33.35727396515794
62.666694066503524,40.83870993672743,31.413634023776694
78.65530817237868,56.07584900785538,39.32917709626605
78.67449856663085,38.11002906769244,39.5557183681886
67.39585236943306,47.52202364655704,34.2932493221097
67.93442541572516,45.63173478999314,34.44198977558324
78.48074906036454,54.16488717026376,38.49792554595732
53.27873487754014,39.531053877848244,25.36240687131909
53.888043384351676,61.49702309128478,27.411181647795473
64.22333668121345,35.73426849809357,31.428228991399017
71.7982927243223,40.58917681214297,35.786763661214806
79.66361348397007,43.60040147773739,39.24675022895536
97.13034325424329,53.010400435519095,47.664181408331636
87.86489434803029,47.55857590094997,44.20317853811754
72.60092205054859,58.19062633634981,36.680038605425615
74.71475688145966,61.562420920628384,37.06912324036647
59.96205953043287,34.27356682772167,28.685508619143977
74.72230296011415,39.037595749014784,37.088029255930834
70.67012041619793,50.049215771963006,35.53096221080024
79.84077840507135,44.39815875972596,39.18093341814861
62.59153584671515,47.62508610091268,31.387447883247155
82.79019771361759,53.42432906532179,41.3874439322223
97.99108369503867,43.83810069754701,49.285187597319876
73.36859777314713,62.159350899874184,36.74408907078064
81.02567583148412,68.47161464669728,40.02630344530128
85.35215987566669,46.54819303298948,43.27436568866559
68.98169292171245,40.61383086149638,34.41158167434274
78.36138722715626,52.03934752082718,39.167041343823165
75.18888601172692,50.93901090573371,37.127809026326865
76.46514147823248,54.818013465844544,38.01092961352049
63.404853242168,61.804472008747496,31.26002526407055
75.36765261388415,45.91435403200158,37.597353276980364
82.46997436868175,43.25201473895633,42.09084142441205
96.76715411692562,44.59038477831754,47.69762648699714
89.3890623912781,47.38523079621986,43.88775049670068
107.29773686267335,63.3175987025987,54.38445359508348
63.489786556679256,59.69047191351751,31.640231439763696
88.08480955081018,48.86629178504337,43.70786840607513
77.75013008607527,51.11294455942662,39.395017386735674
107.8470439982651,63.759293038405026,53.62071422926412
62.87552571967273,53.321695594317205,32.35076771660983
62.40417236728836,66.4714104423804,31.541049119313815
66.00911031833967,37.695867429966626,32.76059945509698
43.141564135352894,26.676387642494227,22.649436174309198
67.11367467478858,53.99844610808501,33.253979875892625
63.61301007669453,48.625419934610385,32.17755272435192
77.25590679714311,67.09502665593189,38.7775996887748
80.12633963665739,55.90245167158834,40.7140404630281
103.14256258823829,57.97836038624855,52.35203689248257
89.25635757279075,60.534727093318466,44.64418086092826
66.34644516506395,54.26025838836105,32.796513647358886
61.52377992977463,48.96671177686096,30.991876036356874
82.37878757259759,56.26213409737177,40.85053610142274
55.19650189469037,48.26499784323673,28.604944571108497
102.47188148781531,72.92889664836439,51.304208409449025
92.69160181081931,70.16739081578493,46.1631401297536
67.96236521842943,50.46828148511114,34.073522762147164
49.30298206363683,32.98031022864987,23.977927887053568
95.3080856124812,59.121179670573824,47.16823578698527
73.28190232121074,58.70604082568894,37.24115811457758
93.56724467960193,48.6142656299286,46.45517520031527
51.08358511808449,39.228525647771264,25.018337067701278
66.0093746556934,39.071299204573094,33.27301370411035
75.07865549577275,47.82677597723455,38.132179825217875
75.70470890647113,60.63687307930855,38.2118311085681
68.24901792781135,46.03549964410471,34.622532806808586
84.34274898521248,52.63573997416773,41.79297694832151
58.98569355926108,25.894285369831348,28.78194144625962
72.8643077246806,53.89468952261251,37.182820688318046
76.80443447567848,54.85705904924999,38.24087731841817
82.71658251088124,72.99083848849523,41.232874747213096
85.67422317133335,49.759329236136665,43.5012086565912
58.13036862243196,41.25668758785537,29.34329931591631
51.98828743896567,38.48798055659039,26.22208760552364
94.16515232847763,72.85710896187356,48.16507733668936
79.98471017969388,49.039399765977414,39.67059597465687
63.7727019516517,44.67656623352924,32.35027103986647
98.26727963283784,65.21260491358431,49.16214637886746
76.73511951439288,50.23365098876002,38.501855896628065
92.6894577609574,51.88039273497341,47.10896309368496
76.01277722115164,49.9472885395589,38.26030648872063
105.91121887322981,73.69192693521262,53.22475747613972
101.33011263664807,50.39990332421343,51.201309986978934
71.2655377728139,46.96246562787571,35.45029252163551
89.57356426431534,47.78557398276594,44.367177298488166
84.68063924377721,64.29078591113702,41.81791502487809
95.52947336298523,42.53286763365487,46.78155838680461
60.52614809129843,34.673855572933334,31.29117761061938
85.29077189997659,56.4175047006335,42.09378176712745
90.87636730274382,71.09342394371531,45.327556839579024
48.618907703653285,33.65195124109677,24.171047201882182
57.25112231001337,33.073565888074704,28.779264503911236
44.411517333598496,51.01732936120515,22.613627273068897
70.95889748333164,30.99930973750338,35.90968548584569
85.76313383693943,30.893507352268898,42.59002819918525
97.53535578144042,63.16782239125353,48.684117033827
76.11142170629662,43.035168609622204,38.19700082839246
99.42923318356938,49.502288420477555,49.59027102869292
54.29847812677663,44.23280353638185,27.952911851398312
49.44926340967268,37.16263884254833,24.970119180655466
74.16678451655072,41.442605950908074,37.45083115130027
80.76098173408961,37.57744688033586,40.711931501378515
74.5095787785886,55.979362672095746,37.84152631803696
43.98836849940185,38.49619602928753,22.084695029052778
73.66319940730817,45.839841065860256,36.18318372967616
55.43295749242721,56.182848706690265,27.916322722089923
85.04508823245058,41.821696452963764,42.19686566932938
80.49897369145272,34.99423513647897,39.98517850485148
60.90180320508967,33.53182090373239,30.74408361192238
67.2919962399496,43.19013795641982,34.26513965569162
59.11179717166573,41.989293079059784,29.566534374200895
74.05981354090243,44.61754619188791,37.184323276750696
89.32713480751858,58.184121368902254,45.51467487607691
60.21410930496684,27.59166041057898,30.227431242227706
82.56069773276766,65.71799490711643,42.58119042347403
67.04613572441339,42.70155607828101,33.80582268502247
63.10690751606484,52.72641207391369,30.67307237845451
73.39454460068163,50.124525764117855,37.07394311089308
59.47136516370939,44.30321477339253,29.926261774296087
66.69526041979228,49.04530301221818,33.99250658693751
57.03183161116728,42.993001405756786,28.85250648121862
104.47087699374583,68.66266609554836,52.16621050488103
75.52895327957593,61.05600194111228,37.15232752164328
64.50411738011121,44.21727038707031,32.147547061412595
78.20969866101333,56.19488690639179,38.679589103402016
73.31507925463755,45.76018268444651,36.36727790241642
71.68545600700166,60.243900157995554,36.13701720571114
84.21250050065137,45.34232722973299,42.94120250250139
86.36261565070957,71.19071215446294,43.37864359026628
67.04248278584208,43.11966188647761,32.92329986190345
66.3627263903298,28.87361217398442,33.40366452927497
70.87422454272534,46.718156420470564,36.0354280146855
40.471182528966224,23.425074689734302,19.93069981232342
52.27213406702172,44.5425025233981,26.0690584501744
95.50311401166786,51.22531721281002,47.75890110319853
99.67451570251926,55.375423519111834,49.44480869471851
71.26445940665432,26.736822393871854,35.956369920249095
83.6483544458365,47.301114030427485,41.76370314861436
79.66875231815304,25.595582892786954,40.044142381030035
121.18321212682856,54.752577828557044,60.14785997451323
91.79362367151865,63.5009583972023,45.678082685597616
73.0812361277885,54.39861965040257,36.901808742808136
60.666893390993614,44.58802231334645,30.147030119450925
50.903305196136415,25.781891166776077,26.31513452368491
78.05195453800835,48.548863707584374,38.826159176196875
63.654738820735446,41.79134401946204,31.939711773243666
53.666194356034886,25.249450286092014,27.29939259395399
65.3014067363621,57.68468638585256,31.941520501714532
58.77677994578407,48.16201287864875,28.50798556690165
100.30712452608847,57.9439205247476,49.390734105759186
88.22459635424175,54.381156567066185,44.74359022883447
74.88041038025074,49.52403326960089,37.16427611717914
97.19916208335039,38.182232357432284,49.87868068450932
76.16052461471428,45.60848848215117,37.798138508028444
62.08073698007605,34.220526010060034,31.132644141636543
97.84686115904486,48.907230480573276,49.69448555580637
